address,addresses_in_out
15fcEUmKXBiScw2CDwKEre2YE8brvWPxVA,0
121E9w1ogmjowDbJmkmCuqqQGztJteR78A,0
12Hd6yd28NXoLuBYwqfncv3J7xXQnKKhGb,0
166uYUb7ogk1xyxSSYQzdXRefdbYJaMTjs,0
16Zf5yBa2BhitYZMdENxAfkPs244YTG7y4,1
17wLBifUVkmAovSbVGJcXTvsgUiSMa1rjx,0
1EyzXkzD4bRRJFwWs48rhtwe6WsE8bxARJ,0
14XDyg1YkQFEkjJEHGYS1x3MSGEnhhATtH,0
19QgdEbau15zQVNoTuMHtRRz4nsYv7mgSy,0
1PkiFqu4w85DDvZ1bTgyPKijw99bpHz3dD,0
18UGJzDev87mqZZxiAH3JyQNtXXpBT2HsS,0
1B7SvpLs2bmB8mGX2Bqdqn8UToTB1qgwUd,4
1MwLj2SfC1yEm8spki1d9SdhhXZR6gHprB,0
1BSmoCScpjyPbdnZV2ZUeCTX9Bae4VXiYS,0
1Cz5hcRr2du74AF5MCvy8zKRFd4AyMBZjJ,0
1JUPzoHfzjrrFdQETfTixa6LXB4bH4BAC4,0
1GVjehxXUGK1hoV7Fq35PLu27o8nVpMwD7,0
1HjhBXfshDn73mKGLN9VAFDWD4vGTmbc3w,0
1FDDLBSKjg9exoEohjKznK6AX1hRMNEG94,0
1bxKRy21nwEUd7MaupgAC2rMJHSexE3PQ,0
12Nz4NGjYPikWev6mEUd5S8fhynXaowge4,2
19sExim4VjwWLt8xAmiYqAm9kax44wZSKD,0
12QQ34rmJ68ooSEntKKhRQm5181vBnfsPK,2
16w9KgywKrdJaQMVQyWr313HLsxtJqJwat,0
169g8d2ocjasKr1WPM3PTeY31LECvogQB4,0
12WAu3D45TUVH8uPsVPNMN9DNpiDtmeENK,0
1DC4aQgLKCwgVfdyELAgFRURxo6rpQVKhX,0
1ENR3cKs3mcEyMBUSUfMrJRD8dMJZtkLUQ,0
12cU6GoRKxdWub61XQMPuLNkxmmqjnw2sJ,0
13QRsh88ewye6oAUzafZ6zZjtAV36JX14Q,0
1Pvt41pRmHF66RBA8hrHCQnmTJ5Rst7nqY,0
1Auvmqh2JEtJgMkNuujBCZR6vQCwDg2sgi,0
1AKPi9AvKftfRcw7FwESgf944frtuTyC3N,0
1Kbx1Bfh4xnhRCoL7mpHs63Vks3p54DTTw,0
15ma5jJto3voRxBbweeBQuR9JWk4PSSHsg,1
16uoU4XVnCnwXUE42ALj1K3X72JPeF2d48,0
1Bf9ChN9Ck1aBKBdj7aTxyenxzHRHsTUSc,0
19itXj5FjgJG9cjebgTqCg5YW9oBjksEwN,0
13kagwRD3GtF6f7oL9rhC42HYCUT5S5yJY,2
1M2TE9WwayxZMyXsv4NDSx5i4WCFJwq9NE,0
16EeLa9BrZc1A4sasztaRdnfp3aU8DmuVC,0
1JEiqUSeUgfMPgoUvifWaqjUXZem4oDARa,0
1CSeF9fZiggN34CH9UE9MtsTfWRKaKQowS,0
1C44dqdpCh9ZPuLg4ayRbdaHegs5muVy22,0
1AjNKjzGtrnrziEzkypuU5aSRRK8cMm5UB,0
1WLSx7PP1uDavVVAn5UREMAkXxB6NPCUs,0
1K4ST8vyQfSf72jyLsbzg5U5rA2bY9fWSJ,0
1nggzuTDHDpCVZsEWcLsH8YfWGVDNyLxP,3
1D7Zjogj8GV3qvLoDwiA9qjZ97sZZPzanp,2
1E5c6i2MjK1ErUyATWqQJXEtTgTuxUTsCc,0
1877QcZSEZrrRNR882xjPW65pKoUacZ5KX,0
1KhwVhc3Q4zmdX6ifVwyBxeZcUuzmmxyn1,0
13kv7pPW6yqMRpuxdNHzQKwmJss9z8Bcti,3
122ehyPM3y7xFKyZGvtaS4P2yMwwgR3Aku,0
1LHejBRLEuZC5BET5qAwKayikQLFxEnz5M,0
1LEXtwNzTNdJ3fcDoEtnx7wsYiCMeZdBfN,0
1K7v2vXH7VWqs3DMmwwW225pq27toWyjFR,0
14DGbFh4SqDF9dvddfjM5m9sic5GoRExVV,3
14zqVUcUu7xJPvocTAXCEYVAioGXzpnJTN,0
1HbRBT4qCyLwALg6cHgfitruAe3NfpGpTD,0
13P24j43vMMGFadD7dnbZCWapCxMnx67gN,0
1Ht4rVg3b5nakVaa83fkbjcYqmEpJXTXq1,0
1ezt4auq8JtxA2jiv4QGKZAjVrCiUXV1F,0
1GViH5ksvwfNnvKASB7wERXqbBAWk9PTmU,0
1NiKtELYAkahfPdQdKiJnvUxdGuk7H2YK,2
1EwnNdmmoeE5EbNgicLTQcjarpd7u9Fipb,0
12wAbWDRCw88VepQUvJTuxPDA8ujANvbtH,0
1KeA6FdWZ7DZW3v22f77mGGHtpnoNxzQfW,0
14utochrw9krxWpw2KUnVGZho1gL1NExt3,3
1KjP9b1tdeTv1u7b1pCPU81L7fJjNKqQR,0
1NYwdDHVM3R7YRi4g3X3esgDW2PiwPnk77,0
1Ca7eaWMo1ot3C5DRGDwx92hNpFePUrpzy,0
1nBr3Ag37jSbg3jMDuS6gmvcKA7f8xYoW,0
1HpGwgep6VFLi5x3JtNPCiYtEwBNF6CHDj,0
19m4ccSDQk975x5xBHSx3f7A8oAcDDcUEq,0
1CA6kDNYBgTma8v6FdEaxN42BYSXtHyxTf,0
1G1KpJzZxiZ3R6A5rHLC3hs9vjcaoUQkfa,0
1DhHwmGGGZPK6uQ1MLX71ZL17HWsT1A5ua,0
1PsACmccnGAYT9ee19SCFZHibQ98Z4HcNw,0
1Nj5MeCo2Qyk97iBcvQvjaksLgNiRs7L5H,0
1F35MvPKPSEc1L198dPR1weyXnkDG516fN,0
1FoWjUkEAZVZeHvrhhxC87E4NMuLbffKzw,0
1HYYrZfs2NRe4EkxQjYaBJezGEiSkFabjv,0
1EsSD5htpPEELgEWKJAJfAXRW1XpVKS7PC,0
1A3HkarNN9f6PH5JdjUTE1gRsSuK1TwYfY,0
12ys4qSPDtKi9mgdFTxb57gZSBthNdPhFS,0
14a7ndeYZRmF8RrCssXnLUeBn5k1GbhrZJ,0
1FCiddHMtH2uDN49z15ZJxLaZ3Z6gVvLn8,1
122nTe2oVFHivrPTMmbFCDDG1it5Ms7se1,0
15B8YDtb8AUvSKmWXDaQ44ox6sjLoamM1e,0
196p7qiFB5osRfk169VkfBfFKGMVFzWUmG,0
17sKq9t2ZHoc1JiyfGENAKwhQgUgZvsxSR,0
1DbQYvpXSVB7GXesCsxNVy1pv3hpevqWYv,0
17xmF7ZSUhM2PY9AqzT3oWeqeorUKiFBda,0
1LekJj3LY6QuybMJ638qcvyTMftiPS6XBD,13
1CCAY1z6Hqq52E1UcWe3bd9WioSJYJKoD2,0
13a3ir2AkXqVa6SNFu3fUCddvcH17sMwEu,0
1FnhnhZxukuvhCUdrLoCydh7c2hweS9vqU,0
12ZgoTPpWoL4fZiGA6LTpb77NcBAF5p842,0
1DtfkVjwaGzav1c4ZMCYfpexPif9JL9WZD,0
1Ea6jwAVDgUohKHXcMFE3sRWYmDPzfVR4a,0
18oHtAN5KMGm32A2EoSiybk81oHZLZXeBj,0
1Cbr8Kt8bznR3WjunfQ5Z5RyRGT63ou3Ay,0
1162sA45pNhWE5rDdaiDqoxDhCNyG3SRzG,0
151oXRuzhw8K3dQaXCCXbLZ6gCTKPxus8t,0
16VHtRfxx8k7CqC6bnXNZhMbmgwsad9D1a,0
1AjM7fvtZz7Si2rEjPLfdD7461p5hGzn1H,0
18fzBQCSS3bfwct9PRNb15B1QP5QZpER6H,5
15byuD7pWL6vboxLDQ9RXFf1533ZpHNBNG,0
1H1HPtjtffaQBz9UsGh3M53f4AyWGhe2eT,0
1F4XpKERxn426KquCavNmcRxokz6gaaxQK,0
1GDN7PKf7t427dcPU7mXZjPzresga3MHpA,0
1HMus71jpU8PGgcSStdoJ9PPsBACayHNQT,0
1336jWAbiXnuLGpWeYdavMLKFTzrBa4vny,0
1CT72AtXDs4y6ikE13FUBCSkbZhjxuYapU,5
1Hbdkf5BqsBPjBnjmdCTLiyngZuXeVxo89,0
1GeHMwBRdMgQYeq43qCLNSdfHdkNssBon,0
1iKoLd3bUrXtsh8tkTRYpW8mwJMRa973J,0
1GhpPWuoYFk6tyB7oEe94QssgU6D9sWyVd,0
1BubynasDadHrs6eSuNuVgi3w1JQzD3oZT,0
18mbgyvSWozA1k7aE7XBGus4w73xs2yTqs,0
1PfSnNKTdKVCb4n4NLJLUN7Fip79KvotZW,0
16FuTPaeRSPVxxCnwQmdyx2PQWxX6HWzhQ,10
1JGnq6TqWybkoHZJ93nUiQQAEGJ5rucAeJ,0
19oZVzd3b6ptxbBncTusRkq6VMivXNqCsS,0
16FDvRGtRdQRsumspAY1mg6gqDQZZTtr84,0
1EhnSN7Lw8zaKyps7CoWLK99Jqpnj6PU89,6
1Am2dJwMxKMcooRUZzADq1yxR46SATTymD,0
1CEQRKxXCEuWL7M9oDdCstGrrw7L6v4PdQ,0
1AzCNpvKbap3oTcdu7xPiDKYrqWPnKdcKa,0
1PBBJoaYQUBhfhcrcrNy12dzs4Nw7U4ofz,1
1JXt6mcQKLk5CWmLrwW3hkE7tiJc4sg4AW,2
1HZYXDYDqyiaJBMveo6G9QGbYXuv8RRjv6,1
18YZ8QyGKRQP8PqLsi5uanMRoLF94qoa2S,7
16ZVzsqxwHCq16WzTKJmpmuYh3ic6WiWkv,0
16AdU9fjvb5EEFbam8ae2eGseTdCUxd7pm,0
17C1JdyuQ6ykQ3AJYsBYNtc92pnggD1ixZ,0
1JuiqMVyDVovkqsGaYkGJuJUQuPQm6YxUs,0
1LzEkJqdpKkzez7V2GaPy5vLpaXefxgbNT,0
1DdmdgYrgYYSTHqRw2PB75xH5UwgAKh8d4,0
13uHRaBHWpjxnYMSkKVJ3Xc1FtZ8bnKv4k,0
1FjP7keMq8vgyi2b7pDeAH4RRJhMCJvbUi,0
1CydT7ejjrzELkprjJp6pCZrcN27WuoFdF,0
1D1ZMYEq8RFs5Dd7E2xM6i9N3n33sUxsNS,0
18QwMsfAaWcsZTq8yWRBU7c2YhekzrRq7S,0
1QBEiWBG8a356f2r6XyD258PW4EirP2PDF,0
1MUNRzU8VF1NSdM39uP9SBY5bVWazNwyYq,1
1DZAZEgdXi3mwDnY6DSoHV5K4t7ZhG6Avg,0
1CzyzLwtm3iQhYwH4CWNHNbT3XJtJ6Bd2J,0
12PM1HPPuYEVreH3HuNLhs3vG8fExFJ6uK,0
1AZch9RgNZJZTVBJSd8Q8bbWSTKAbdQQ2f,0
1CkMWHRY1PqEHw36HzTC4GF9ABZZNYsWeD,0
1AJRz6Cw7PuMMUR2j62T3vu82bo18oYWy3,5
1GLi3UotDDcgMJBzZ1gX7gtEsdfQbta16o,0
15or3iC3YZqhSRXNoQrp2ePbFccdDE2fRB,0
1PPrSSDg8eswL2VsaHZiHWurLj7Xi15a1c,1
1FPG3vjdg5bmZMeUorMGmwAouL9cxQqdaP,0
1EBPBQpoZtHK1g6HYDhK7YU3Npfs7r9cW3,0
1MSGtq44fDH6z6Asy5PGpEUZcnVf4PW48y,0
13PKp5X9Po1v33tccyMHqh5Kkevnhddjrz,1
1EQNXgatjKfiih9LsHMNwYQFc6tNVbtCNn,0
15w27GaUxP8Rru94z21JsVfFWhBFSh1uvT,0
1LofcagFrDmkFYtwAHhppVWPANdL2Yk36T,0
19RUqHfp1CnXQzch1D4VXsewLKybt9EhE2,0
12ypPcj6C7ocTYji3tRKnLVLSfiVN9hqMk,0
1Fw5fLzSBDgUxRuGaQKLddJrrhkxGfXFpn,0
13FM5oGXozSwNdVKZjm3HVrj1qtD5Yv745,0
1GAbPbGg1qQCkGrehVxAKNteaGJEU7rb99,0
1EQBPjn9w5WvEbbbBQKUjtxHxnTMaUSMuc,0
166vasb9tjzvtatViByD8yqZzH1PYgBHnQ,0
1DtrJAoR32iZWasSeQNqLNuNEjfvxXFtW8,0
1KYAWwyMgBE2ZANNFmc8ND7dnZTW9ypD39,0
19BQbehg3TwZ5vfAvC3AgkWiTuFiEU4qQT,0
1JUJiyTPucL2TszCamwYNJ8Tqeb45XJ4Sa,0
19Fm7awgnt44vhUda1hTpEaJT8wMCMgv7f,1
14YXxmSNDoGvw2W97Q1tjh8LR71tKSSSiK,0
13dGz7Go3CSRYoyEAiaYf18F1njU66BT2P,0
1QAY8nPSj1TnYNhaGZp7fqrGtEo3ShsbkJ,1
19QDGMRKdZ9BpDZP2Re6yaDqNQ7zN4wo1D,0
18gPHvrg3kNW2h2tXLezXJaWX3MvUVhk7a,0
1Af4zjVxQa2df5XyyybW7Pc6R16iYUoC6f,4
19DAVPvo4W7uRjakbAYZUe8JHZgnfMjbt2,0
1Pe7wWfFQBNoV1zt8FJkJJLCCYgecMq334,0
19s9PXuJALfiME3H7wCmUGoixYE21LcE4f,0
13uGdNTViekUMeZjbY7bmoun5wRZ3ayWbv,0
1826QBZ5kUoDzZLVm1H5AxBzeG1wq7FZm6,0
132u7iyRX3hGYdkE7MHG5iFU3YfjTJspEK,0
12eQjLAXmkVV3BbZf95yd9Njb3PrKQdrRw,0
1LgTGtnQX3NBSQ6BgZ4XvGBwi3xMMz2k9d,0
1PEw5kHBEW571yJFVKZhhi4NkePs15LvHm,0
1LEX3tc4xy2eBHJ38UkDyoZsfqiVGsREP5,0
1HRMrWNmN7DBCUKTJr8E7UnxzDXnKuxGbX,0
1Hd2PmAw9NnENpxfm3zYG1cUvGb7Wn4NX,0
1B6NcSdspxv9shwFBrcjo1Yh24VAb8mcbm,0
1CcAVRaWAHzE7cStw3W26TgeusZhUnSFGt,2
196ySZkQhN6uxffq1r3XSdAZfKPMykRb7a,0
1PjdGJT3rzNYhkW9fSfckShHkm8GEoEMwt,0
1ZkvEgT42BwUnQxbFGKfFrXsRSAeXHSPY,1
14wyPPnKMwXcPPj8FmzgNT4GPq6ZoDeHKr,0
1744YYjQaNSeUFCz2dtfYQLs2XYPQhZwRG,0
12sXrPz1ASHLY2JtjPCht3meF8WtknFcWZ,0
17fbDihR1CX1y8XtpPMW6ABjqAQ1s6fVKV,0
1DVMKQVvN52DgjBwxsaMhpRwJWwqKDwpAc,0
127U2BTVQ23td2Fh5dnmdAo6HTXQ3qbNcP,2
14BvspidPdHZKFMFi4keRz7cDkrMFz6Sua,0
12bCunvH78WFxTHqZJVHaudMCyuVDhyD1u,0
1DK8nSLKQcL5ysLfBZWKAPo8WscXhCFjWX,0
132dfd1tstSW5LrjuXAxiFxeMUZt9xdd5a,0
1FNTpsLm8Mitdd99YC1tHSyN2dVMdQiWYo,0
1ENy1MXcKUmKEa5uby3nUazbJF5Vf21WLk,0
1NRPAFzzic9Hn8YvjgyRDjza9XLjp9FrNF,0
1DFzRod3w9y65q85b4kBsgfMZHcaAsiWy6,0
14akcjc9r7RT1qivvQFULc2QmwCugUNxth,0
17bStuGbR5F6hauktt1N2BPCcZz4za9PmS,0
14bswYju5LLcfJGcmxdH6S27fFHjqTpsR7,0
1mf3f997fAfHamKtLLMRdhcPTWND22Vs7,0
1PJAFeszLofD9eUeND7ywhqyE8tw2g47rw,0
15hpZLPY3zaRmYfXp71icuF3iFcMi1LpWP,0
13xoym2Aov6H5SDDkvxc4a5YNd8ffQZDiM,0
15nT6CRdwedDuqrt8RALWUuZBA4QhpMG8f,0
1PR753WUNAXEDgGFpD1anJAYvoC51cTNjS,0
1BstEGUM4cS2TsVMcf9wwBr9Ghx3EcT1Jt,0
1A5N6878e6LkT5E852qyPgpfKdKYRH4wuZ,0
1PacXnK3yC7GbEYNGUGxwuzBy83jfcnYzo,0
1DYMsJV3pckiVSJjRJ3kkD6N8eshTU8ans,0
1Jk1VFdYqyngUZrEkKkUhsXuFfqYNj5Rzx,0
1Dg8M99LkreKTcG4QF8H3ySnyT721ZrL6Y,0
17s2rRdcVDHHfDvUc3ukbJNqCtWeFYEhT3,0
1obk6ozdpiktqmREj8hHHx1xJ94cVF2gg,3
1KdpKxCdUbCJWZjQveaw3r9h4cNZS2E7Jv,1
1K9YPNam564ZFtwUziNCfnyeZZVLL6PXXh,0
1KzxnMWo8RT7xguaLfqyHoS3AS3rp25PqV,3
13zvAh3djJBHse1ifizwtCti9C4hynVxfe,0
1NssVrXDNEuEhKBZFVSdKRXxLUDNEMQCGz,1
1NLBH5uQaNcqfCmXNp5xY7HLpQHWWv3dMk,0
1KRuDKF9kbttwTmecjp74e9pwAUKjvtBUx,0
1AeZ1yqnEXeEtAS7BdvPztjWfyiuCJ9WmX,0
1GVwY5HCpdLRZZURR3ehyMgL7FJSWTaz8C,0
1Dke3WCzGJBfLis14eYY6pqj6zJHZKsu5X,0
1DQbfjuFMfGbDpfBpboaqygVpeUqNLKhx2,0
15KnvtsJP88EkqpSYWTx3uCjwMQ9P8a3tH,0
1EkgnypYd3JnnUsAC5Wv6jj99gzveNYMNB,2
1EUtK1YfEkAs9g3KpTeDdWtRBncVoWTNVy,0
1P3FAMS8PsyvC4PaKXzCm6iYqwzGdXooKX,18
1PwTgMoGDAzytfJFZvNzEzMeAAk7PhVT3e,1
1LVYAk2cDNHJdxYqPyEbQBDCzem6aD3Z6H,2
157kHSkGfguMaPCndEu3omAHuEfFQw1AHL,0
17SXQUfDKigyyP6rPN97A1tiSNQ5vWQVo9,0
1ZTABNhD2bYDvFskVZGjwLrbEt8oZpy8g,0
14cTGSeQdmBPVvFqNBdLC8Y854XqvuFMjf,2
1KcXtfstnErv6xyS3kLYwLsAdYweinme8z,0
1Dtt1Ds2bLeryEZF6vXzVaGymH28PhyoYX,0
1DBqvqfLQV92yHJb43EatSDejJXM66JoeX,0
19CmGWG65LYHnD3i55psmYWvpcvdhbfDBm,0
1MYeCVe9Z451WV4co5waVzZMFHugxqmKRe,0
13wca6HwXpDivPYKxaNtkHASiM9Tqn2yKW,0
18RQsiDP5U3y2tLF8W7T6sJyAHjUnpHb23,0
1FXCXvaFkrizXA1ZR2U9vQhue9922MduNB,0
1MbYeWeJfmrRHRpjT77pRGgroFJPfpN9Y,0
1Mzwnm7ajVaQyKkpeFXvSHP9z9rFbeJuv7,1
1EZwQSmKSBtcJJNN5cjfBGoXYSj5GtUxiE,1
19WzrnZpaRL77cQn8c2kGUEuKM5vwbDHLi,1
1EWqJkoaeu1PWyuVoRKMR7wp75cmqYVe8,9
1D7SSKdoD2vinxz7XV1HS7rLcdeCcA8BBC,0
1662cgefvUN99GhimJuBQS1wi3z3VJ9udL,0
1PjS1ytV79E4LASAnd1KUr7Wt7HYxVY6g7,0
13UounnD2uD16z1N4G97mD9diNkfdxmGcf,0
1GdxNJuADuTBPL81VnExHCJSpAmoehX8Pz,0
1BQcZmFdJNiuGcDQPrvc4H774nf325kyXa,1
18wTioWUVHqcysR5HDoK8Rx4GyqUejhYcz,1
18TKNbSLTrd3a2W8mtoH5uNzFhWRWNcuHU,5
1SiojFSTRrYRc9FwCDHbigxr5aDZDxuYE,0
1L4efbBXRGcmkUTLe7tAz8Th9b8yn3uMc2,0
1LoHaJgF4hAKMLgyz7zqjeJQ1NR8SrKRGC,0
1CdrbxGpX5uC26z51rg1UYxboGgQz7UBPe,0
1FTubD4NuLQp3rrGUBZJPdDxroVkDhUUyC,0
13UKWvFmJNfRESELoo6smKsuoEJYhMAkFt,0
13sdkG1jFubL6XVHWqYLUYkPisHNXsyMLi,0
1PYyqpC1eHdxzciRn2PyQpMYetNxzYwghn,0
13ignD31FysQbaBBVJUzffcQoFxxEuEcbE,2
1MfsgefQZtad9ivzAiSWJUhJ1WBngG5eEJ,0
1J2qbib4wSZ6Rnb9XqMuwyN2j6XM9jCKyn,0
1CMRft7Qxj8tceN6nBdLzYpeoziRv89kvy,0
17M2NkpVC8ERHwyTQcwfDxh53J1tD6HpAZ,0
1GVmhYq9M17qRtiC2N46cpB2WrchM1geeS,0
14dVLPCPoZnscqrBHuFrK4VqnuRDYiyz13,0
18KvJ1NUa2Y94fAEdzbB1PMaMQCX3khAMq,2
1MFG3TkydddRrsxqFKEjRbU4XH3QBKqBtz,0
16GXWF92k7C85AsMwHUEyqVhuPGWP3C6XS,0
1EoBGvjdrSPEkuPy2E35k515N6KWwJYr7q,0
19fXnE7DeKfqJ1HNPtgkML3uCUMt99TTcB,0
1NV6nxguYLr18NhtGzkNokZpiB5rXHn24t,0
1DpNPLpQmvfCUzJuGQsfssj3NjyKaB5sJi,0
1Eooewky7ruwnh6fiGTZv4kbf3QwheKP2V,2
1CJBrsmjCpJzfLrm2VNCbfXxmXtmpDxpQU,0
1KqLRFkmKQmA8R9gXCALZLxznNFfQTZvqt,0
13KKv3ywwJ5WYovLgiCAaqpCVuMDEF6oxo,0
1Ebekbb8BZux3WtSHuLTW4jBjjmb9UkRkY,0
1NS4XTgeoUPnJ1hFJRzrsDYouHCZ16idB7,0
12BWopaUPxS9hrNpuoydwv7zAFqhJou5hg,0
1HAKDZ3EJoMNA5FuyjqngkxakoJzEPja1G,0
14wM87S6VPM1QmAKy5xpkSYB1gAVFJNXfk,0
1945qfobZxdnmVJ6qBd4FgcVcWBhDXKiTV,2
1BGFK4uWrYzdLBZai4UknUDboVnmzusaeX,0
1Pzc2TLHLkg6kbJ8TRc9aMFpHfWtQndRuW,0
14QzMUZ1EAKQEQFau9d4YSKuXgMVLKHCUL,0
19nS5gMgbtQVH5VWyRQ1wWHPwqzu7NCMaB,0
19eca4abAYxxXrorWuc5mesN8WLVim5b4j,1
19YdAVBeuHVestA8jN2MFvVDXfyh82WJQH,0
19Vu6obtQrUMbYt9ZTSLSnxMHY5od4DVeG,0
14FXT5xMWjkQaKwwfYWmHkAVaPSpEKNEae,0
1ByXyUFbrvvpJN4YRyfG3r4PBZ5otpV2qN,1
17y9dtQwiT8oTFB7pKEtq6dEZSqdKvNqTb,0
16aZs8kFCMy73bZ3qnzxZNSKt6A4qWJS3E,0
1Ed1mrqE9jGwccGibSpgJs5RLGrmMtaefD,0
1BSGbFq4G8r3uckpdeQMhP55ScCJwbvNnG,0
17feRqsSLouJxLUW5E7nsn7u3uRV3sudGc,0
12MgRXkiiNxyrMRTapzp7NYPsit99ZSTSz,1
1JVkRzAosyDu4ujTy8VSHR6NSctjDGM6UR,0
1YBd96LtTxdD6SX54VYsPrUo7DiLyHbbv,1
1P38raCcjSxpn6w2v1VuM3Qe9v2Hkme5PG,0
1eU56f3ZAjhJGcRVtqcVfVYMLyP7BXsgP,1
16jk65wQGY46TUK4zdQN5BcsUPzjAxoV1r,0
1HwC9CNY2WqijcS1wqUmffh9feUdst5P1X,0
1HFiYiTvXUY9CmkU5U5kVUZ8aPTV2khhMq,0
14jtSZM2Hyrkvj1YDFG5dmmmartFxS2qDq,0
1DJq4SAcbEvAEPuQEVSkaMgHqwR89nVWaj,0
12uayPKkQ8ZifPP7vHGvojNTGJ3Me2redk,0
18jbcRQDU9QtS4xcqYbcUrRgzuPReHjA2f,0
1MW1gV156VDxhBKKiXRukuEH2dj4ACm3Rk,2
15FrMqEv2xqTxFtK7dYh461BRsGtYtTJKe,3
1GyVqbDMd2kzyEQCByBAeHXY6v76GdptK6,0
129ZQG33GmqYRVSCw2hw7zmDUCvvMsuGbC,0
1FgfPYMU8yp8dT7xhuFcCHkjShvve2Y95z,0
1DkkgX4GxyqwwDGxQWXykgN2xH2V8fPPWi,0
1GScNju5W7LEZ8hRkdtgnddJChZU4AiLHe,0
1JqmDdzc6vcCUknPV4SXX3F9GnA99w6k9s,0
1BWRB7CaHZQiQLg12KJ6zizCFUfPRXk73Q,0
1C2eKwD5JtZBrQfc4Jg7BctBc1UPMQ9aYL,0
19QCUSu2YYddMEczym9hx4t9RUzjhbsur3,0
1DWt9vjknEX6aKqE1JpYQjHksFuBHZ3XQs,0
1HBdb6oZoiE12PixjLFoA9bbzPt9z5x6Av,0
1FJEkk3ViQM1LRX8qfeKRXAa6J4EU6vR8o,0
1NsHdWRraesNWFvahJJjQraEsTtVuZv38b,0
1CijeRwPF6chrev6sVAk7m4AtT5Mh7tq2u,0
1HxWsmK9gpkh5igaU6BAonFemAP6QsaqFZ,0
18kYt7ghMdMgVnJkvaeaDDXMyU5bcT26Ag,0
1HpurLdrAUGQNnbeJE12K25R3B5j4L6xra,0
16uHQwNUvkDBzNwgYb4fPkjMMxWddAULCE,0
1D2kp4eyo3QT8m2X3BEJZm2uXvHtqxQuD6,0
1DGFtv9nY42GUtuqnsUuA4o1vfyy1K8BD7,0
156inyc5idfHPPd8QksKFmmQK934AKhNca,0
1D3hzQnKeQuKoHZ7vZPu8bygiRRMvfhSow,0
179xc7pYCiZ6LVZhF8KuXa2uoGRkErSRkX,0
